date,close,open,high,low,vol,amount,market,change_pct,ma5,ma10,ma20,ma60
1991-03-19,124.22,124.23,124.71,124.22,892.0,682.933,沪市,-0.39291155480715156,125.176,127.51999999999998,130.4405,130.192
1991-03-20,123.66,123.66,124.21,123.63,678.0,433.147,沪市,-0.45081307357913714,124.678,126.79199999999999,129.94,130.43416666666667
1991-03-21,123.12,123.14,123.66,123.12,151.0,131.064,沪市,-0.4366812227074135,124.176,126.06300000000002,129.382,130.577
1991-03-22,122.62,122.62,123.12,122.62,207.0,120.129,沪市,-0.40610786224821727,123.66600000000001,125.33599999999998,128.7695,130.6165
1991-03-25,122.12,122.12,122.62,122.1,443.0,324.176,沪市,-0.4077638231936076,123.148,124.617,128.1555,130.564
1991-03-26,121.62,121.62,122.14,121.62,1164.0,709.04,沪市,-0.409433344251553,122.628,123.902,127.54,130.503
1991-03-27,121.12,121.12,121.64,121.12,668.0,366.005,沪市,-0.41111659266568346,122.12,123.399,126.92250000000001,130.41416666666666
1991-03-28,120.61,120.65,121.15,120.61,961.0,505.657,沪市,-0.42107001321004534,121.61800000000001,122.897,126.30250000000001,130.2975
1991-03-29,120.19,120.16,120.61,120.11,2185.0,2186.18,沪市,-0.34822983168891763,121.13200000000002,122.399,125.6855,130.15333333333334
1991-04-01,120.73,120.69,120.73,119.68,11999.0,5666.672,沪市,0.44928862634163735,120.854,122.001,125.12249999999999,129.9965
1991-04-02,121.21,121.21,121.29,120.73,816.0,387.611,沪市,0.3975813799387051,120.772,121.7,124.60999999999999,129.826
1991-04-03,121.71,121.71,121.71,121.21,2063.0,977.171,沪市,0.41250721887633457,120.89000000000001,121.505,124.14849999999998,129.6535
1991-04-04,121.72,122.2,122.2,121.24,10517.0,5045.893,沪市,0.008216251745962744,121.112,121.36499999999998,123.71400000000001,129.47083333333333
1991-04-05,121.54,121.07,121.73,121.03,11589.0,6035.557,沪市,-0.14788038120275848,121.38199999999999,121.25699999999999,123.29650000000001,129.27416666666667
1991-04-08,121.09,121.11,121.11,121.05,1862.0,1675.834,沪市,-0.37024847786737425,121.454,121.154,122.88550000000001,129.05949999999999
1991-04-09,120.62,120.6,121.1,120.6,320.0,297.122,沪市,-0.3881410521100026,121.33600000000001,121.054,122.478,128.8265
1991-04-10,120.16,120.15,120.62,120.09,466.0,281.235,沪市,-0.3813629580500799,121.026,120.958,122.17850000000001,128.58466666666666
1991-04-11,119.64,119.64,120.16,119.62,239.0,576.817,沪市,-0.43275632490012983,120.60999999999999,120.86100000000002,121.87899999999999,128.333
1991-04-12,119.21,119.2,119.65,119.15,399.0,301.333,沪市,-0.3594115680374488,120.144,120.76299999999999,121.58099999999999,128.0825
1991-04-15,118.77,118.73,119.22,118.72,301.0,386.981,沪市,-0.36909655230266125,119.67999999999999,120.56699999999998,121.28399999999999,127.8245
1991-04-16,118.34,118.36,118.77,118.34,105.0,177.216,沪市,-0.3620442872779295,119.224,120.28,120.99000000000001,127.5595
1991-04-17,117.9,117.92,118.34,117.89,201.0,259.495,沪市,-0.37181003887104547,118.772,119.899,120.702,127.28716666666668
1991-04-18,117.45,117.45,117.93,117.45,178.0,133.927,沪市,-0.3816793893129833,118.33399999999999,119.47200000000001,120.4185,127.016
1991-04-19,117.08,117.08,117.5,117.05,646.0,424.675,沪市,-0.3150276713495104,117.90799999999999,119.02600000000002,120.1415,126.74783333333333
1991-04-22,116.63,116.63,117.08,116.58,430.0,321.322,沪市,-0.38435257943286727,117.48000000000002,118.58,119.867,126.48150000000001
1991-04-23,116.19,116.21,116.63,116.15,282.0,264.379,沪市,-0.37726142501929294,117.05,118.13700000000001,119.59549999999999,126.21716666666666
1991-04-24,115.79,115.7,116.19,115.7,148.0,121.786,沪市,-0.34426370599879297,116.628,117.7,119.329,125.95599999999999
1991-04-25,115.36,115.38,115.79,115.33,1495.0,998.928,沪市,-0.371361948354787,116.21,117.272,119.06649999999999,125.69616666666667
1991-04-26,115.56,116.31,116.31,114.52,13354.0,5806.77,沪市,0.173370319001398,115.90599999999999,116.90700000000001,118.83500000000001,125.44816666666665
1991-04-29,114.75,114.86,116.29,114.75,8411.0,3610.73,沪市,-0.7009345794392496,115.53,116.50500000000002,118.53600000000002,125.1945
1991-04-30,113.94,113.89,114.87,113.89,4850.0,2734.172,沪市,-0.7058823529411784,115.08,116.06499999999998,118.17250000000001,124.935
1991-05-02,113.16,113.04,113.2,113.03,1465.0,1124.048,沪市,-0.6845708267509187,114.554,115.59100000000001,117.745,124.67016666666667
1991-05-03,112.41,112.46,113.17,112.3,4230.0,2386.862,沪市,-0.6627783669141074,113.96399999999998,115.08700000000002,117.27949999999998,124.40066666666667
1991-05-06,111.61,111.65,112.41,111.57,2764.0,1423.59,沪市,-0.7116804554754941,113.174,114.53999999999999,116.78299999999999,124.1085
1991-05-07,110.82,110.8,110.9,110.8,1875.0,907.005,沪市,-0.7078218797598845,112.388,113.95899999999999,116.26950000000002,123.79233333333333
1991-05-08,110.03,110.16,110.82,110.0,423.0,375.19,沪市,-0.7128677134091266,111.606,113.34299999999999,115.73999999999998,123.45316666666666
1991-05-09,109.29,109.36,110.12,109.29,2266.0,1215.566,沪市,-0.6725438516768101,110.832,112.69300000000001,115.19649999999999,123.09183333333334
1991-05-10,108.53,108.61,109.4,108.53,249.0,313.181,沪市,-0.6953975661085243,110.056,112.00999999999999,114.641,122.71149999999999
1991-05-13,107.84,107.88,107.88,107.74,235.0,182.296,沪市,-0.6357689118216103,109.30199999999999,111.23800000000001,114.07250000000002,122.31016666666666
1991-05-14,107.19,107.21,107.84,107.06,267.0,185.38,沪市,-0.602744807121669,108.576,110.482,113.4935,121.88783333333335
1991-05-15,106.57,106.56,106.6,106.42,390.0,307.736,沪市,-0.5784121653139351,107.88399999999999,109.745,112.905,121.44516666666667
1991-05-16,105.77,105.83,105.86,105.69,3108.0,1445.855,沪市,-0.7506803040255194,107.17999999999999,109.006,112.29849999999999,120.98016666666668
1991-05-17,106.75,105.12,106.75,104.96,20192.0,7633.14,沪市,0.9265387160820593,106.824,108.44000000000001,111.7635,120.52133333333335
1991-05-20,107.82,107.76,107.82,106.71,863.0,924.212,沪市,1.0023419203746942,106.81999999999998,108.06099999999999,111.30050000000001,120.07050000000001
1991-05-21,108.81,108.89,108.89,108.62,771.0,1309.557,沪市,0.9181969949916713,107.144,107.85999999999999,110.90950000000001,119.64399999999999
1991-05-22,108.25,109.71,109.82,108.11,18677.0,7967.008,沪市,-0.5146585791747094,107.47999999999999,107.68199999999999,110.5125,119.216
1991-05-23,109.08,107.52,109.16,107.35,5609.0,2770.507,沪市,0.7667436489607438,108.14200000000001,107.66100000000002,110.17699999999999,118.8095
1991-05-24,110.08,110.07,110.08,109.82,1024.0,661.006,沪市,0.9167583425009118,108.80799999999999,107.816,109.91299999999998,118.42733333333334
1991-05-27,110.66,111.05,111.07,109.47,8619.0,3827.789,沪市,0.5268895348837122,109.376,108.098,109.66799999999998,118.06283333333334
1991-05-28,111.68,111.61,111.68,111.36,1630.0,970.461,沪市,0.9217422736309544,109.95,108.547,109.5145,117.72433333333333
1991-05-29,112.75,112.75,112.75,111.67,530.0,1320.629,沪市,0.9580945558739229,110.85,109.165,109.455,117.4125
1991-05-30,113.82,113.74,113.82,112.77,388.0,753.456,沪市,0.9490022172949031,111.798,109.97,109.48799999999999,117.12716666666667
1991-05-31,114.83,114.83,114.83,113.84,1211.0,1470.487,沪市,0.8873660165173103,112.748,110.77799999999999,109.60900000000001,116.8675
1991-06-03,115.97,115.9,115.97,114.89,954.0,1643.078,沪市,0.9927719237133203,113.80999999999999,111.593,109.827,116.63550000000001
1991-06-04,117.12,117.12,117.12,116.83,3603.0,2018.633,沪市,0.9916357678710019,114.898,112.424,110.14199999999998,116.43233333333335
1991-06-05,118.17,118.17,118.17,117.14,308.0,279.283,沪市,0.8965163934426146,115.982,113.41600000000001,110.549,116.25566666666667
1991-06-06,119.35,119.26,119.35,118.17,266.0,160.508,沪市,0.9985613946009941,117.088,114.44299999999998,111.05199999999999,116.14233333333333
1991-06-07,120.47,120.46,120.47,119.35,100.0,83.206,沪市,0.9384164222874025,118.21600000000001,115.482,111.649,116.05633333333334
1991-06-10,121.67,121.65,121.67,120.47,400.0,458.929,沪市,0.9960986137627748,119.356,116.58300000000001,112.34049999999999,115.998
1991-06-11,122.89,122.89,122.89,121.67,543.0,375.012,沪市,1.0027122544587819,120.50999999999999,117.704,113.12550000000002,115.96766666666666
1991-06-12,124.11,123.9,124.11,122.89,1372.0,735.371,沪市,0.9927577508340724,121.69800000000001,118.84,114.00250000000001,115.96583333333334
1991-06-13,125.34,125.33,125.34,123.65,20868.0,11563.763,沪市,0.9910563210055567,122.896,119.992,114.981,115.99383333333334
1991-06-14,124.53,124.47,126.34,124.47,6633.0,3541.098,沪市,-0.6462422211584551,123.708,120.96199999999999,115.87,116.01733333333333
1991-06-17,125.77,125.63,125.77,123.54,6933.0,4056.679,沪市,0.9957439974303428,124.52799999999999,121.94199999999998,116.7675,116.06983333333332
1991-06-18,127.03,127.03,127.03,126.67,2030.0,1015.149,沪市,1.0018287349924604,125.356,122.93299999999999,117.67849999999999,116.15166666666667
1991-06-19,128.29,128.12,128.29,127.03,1481.0,744.123,沪市,0.9918916791308963,126.19200000000001,123.94499999999998,118.68049999999998,116.26283333333335
1991-06-20,129.57,129.55,129.57,129.21,2299.0,1321.261,沪市,0.9977394964533426,127.03799999999998,124.96700000000001,119.705,116.40366666666667
1991-06-21,130.86,130.72,130.86,128.81,13613.0,7746.48,沪市,0.9956008335263,128.304,126.006,120.744,116.57449999999999
1991-06-24,132.17,132.1,132.17,131.8,1960.0,1657.788,沪市,1.0010698456365485,129.584,127.056,121.81950000000002,116.77416666666666
1991-06-25,133.49,133.48,133.49,132.17,1624.0,1296.047,沪市,0.998713777710547,130.876,128.116,122.91,116.98683333333334
1991-06-26,134.83,134.83,134.83,133.49,3409.0,2149.983,沪市,1.003820510899689,132.184,129.188,124.01399999999998,117.21383333333333
1991-06-27,136.19,136.04,136.19,134.83,4497.0,2521.206,沪市,1.0086775940072679,133.50799999999998,130.273,125.13250000000001,117.45516666666666
1991-06-28,137.56,137.41,137.56,136.19,4935.0,3032.95,沪市,1.00594757324326,134.848,131.576,126.26899999999998,117.71916666666668
1991-07-01,136.85,136.64,138.62,136.56,22940.0,12469.884,沪市,-0.5161384123291701,135.78400000000002,132.68400000000003,127.31300000000002,117.97433333333333
1991-07-02,135.96,135.91,135.96,135.69,2838.0,3794.1,沪市,-0.6503470953598711,136.27800000000002,133.577,128.25500000000002,118.22216666666667
1991-07-03,135.27,135.28,135.96,134.98,2715.0,1818.504,沪市,-0.5075022065313295,136.366,134.27500000000003,129.11,118.46633333333334
1991-07-04,136.63,136.63,136.63,134.19,13394.0,8095.138,沪市,1.0053966141790438,136.454,134.981,129.974,118.74083333333334
1991-07-05,135.96,136.01,137.68,135.9,14540.0,9394.861,沪市,-0.49037546658858844,136.13400000000001,135.491,130.74849999999998,119.01283333333335
1991-07-08,135.28,135.26,135.28,134.93,5874.0,2925.933,沪市,-0.5001471020888548,135.82,135.802,131.429,119.28066666666668
1991-07-09,134.64,136.56,136.57,134.31,8442.0,4174.836,沪市,-0.47309284447073496,135.556,135.917,132.0165,119.54516666666667
1991-07-10,133.99,134.4,135.6,133.72,6023.0,2894.591,沪市,-0.4827688651217854,135.3,135.83300000000003,132.5105,119.80600000000001
1991-07-11,133.38,133.22,133.99,133.13,5073.0,2417.896,沪市,-0.45525785506381755,134.65,135.552,132.9125,120.06400000000001
1991-07-12,132.8,132.8,133.38,132.42,3144.0,1484.09,沪市,-0.4348478032688452,134.01799999999997,135.076,133.326,120.31983333333332
1991-07-15,133.14,133.9,134.1,131.87,11938.0,5534.9,沪市,0.2560240963855209,133.58999999999997,134.70499999999998,133.6945,120.5875
1991-07-16,134.47,134.39,134.47,133.14,2796.0,1328.502,沪市,0.9989484752891853,133.55599999999998,134.556,134.06650000000002,120.88483333333333
1991-07-17,135.81,135.81,135.81,135.39,660.0,397.524,沪市,0.9965047966089102,133.92,134.60999999999999,134.4425,121.21183333333333
1991-07-18,137.17,137.17,137.17,135.81,847.0,464.416,沪市,1.0013990133274309,134.678,134.66400000000002,134.82250000000002,121.56816666666667
1991-07-19,136.7,137.66,138.54,136.66,10823.0,5242.826,沪市,-0.34264051906393034,135.458,134.738,135.1145,121.92383333333332
1991-07-22,138.07,138.07,138.07,136.7,2764.0,1423.205,沪市,1.0021945866861781,136.44400000000002,135.017,135.4095,122.299
1991-07-23,139.39,139.35,139.39,138.07,7241.0,3548.584,沪市,0.9560367929311253,137.428,135.492,135.7045,122.70966666666666
1991-07-24,140.68,140.66,140.74,138.69,5988.0,2901.485,沪市,0.9254609369395261,138.402,136.161,135.997,123.15533333333333
1991-07-25,140.19,140.2,141.01,139.99,8390.0,4080.885,沪市,-0.34830821723059735,139.006,136.842,136.197,123.60583333333334
1991-07-26,140.66,140.11,141.46,139.27,9279.0,4520.783,沪市,0.33525929096227536,139.798,137.628,136.352,124.07666666666667
1991-07-29,141.52,141.22,141.72,140.81,4771.0,2350.293,沪市,0.6114033840466382,140.488,138.46599999999998,136.58549999999997,124.57516666666666
1991-07-30,142.39,142.39,142.45,141.39,5601.0,2718.049,沪市,0.6147540983606481,141.088,139.25799999999998,136.907,125.10133333333333
1991-07-31,143.8,143.72,143.8,142.39,4051.0,1993.205,沪市,0.9902380785167697,141.71200000000002,140.057,137.3335,125.66416666666667
1991-08-01,145.24,145.12,145.24,143.8,4731.0,2310.502,沪市,1.001390820584147,142.722,140.86399999999998,137.764,126.26333333333334
1991-08-02,146.68,146.49,146.68,145.44,11744.0,5825.142,沪市,0.9914624070503919,143.926,141.86200000000002,138.3,126.89916666666667
1991-08-05,148.15,148.06,148.15,146.68,5126.0,2593.974,沪市,1.002181619852749,145.252,142.86999999999998,138.9435,127.571
1991-08-06,149.62,149.62,149.62,148.15,2001.0,1065.505,沪市,0.9922375970300434,146.698,143.893,139.6925,128.27816666666666
1991-08-07,151.12,150.93,151.12,149.62,1107.0,580.236,沪市,1.0025397674107817,148.16199999999998,144.93699999999998,140.54899999999998,129.02066666666667
1991-08-08,152.61,152.57,152.61,151.12,1951.0,1045.377,沪市,0.9859714134462738,149.63600000000002,146.179,141.5105,129.80133333333333
1991-08-09,154.1,153.9,154.1,152.61,3715.0,1990.447,沪市,0.9763449315247863,151.12,147.523,142.57549999999998,130.5905
1991-08-12,155.54,155.34,155.54,154.1,3919.0,2154.199,沪市,0.9344581440623001,152.598,148.925,143.69549999999998,131.38583333333332
1991-08-13,157.07,156.87,157.07,155.54,20039.0,10529.728,沪市,0.9836697955509788,154.088,150.393,144.82549999999998,132.19016666666667
1991-08-14,158.63,158.3,158.63,158.11,5480.0,2929.235,沪市,0.9931877506843989,155.58999999999997,151.876,145.9665,133.02983333333333
1991-08-15,160.21,159.92,160.21,158.63,1537.0,850.781,沪市,0.9960284939797059,157.10999999999999,153.373,147.11849999999998,133.88199999999998
1991-08-16,161.6,161.56,161.6,160.21,984.0,581.335,沪市,0.8676112602209463,158.60999999999999,154.865,148.3635,134.74066666666667
1991-08-19,163.21,163.21,163.21,161.6,985.0,614.977,沪市,0.9962871287128694,160.144,156.37099999999998,149.6205,135.6165
1991-08-20,164.84,164.74,164.84,163.21,573.0,388.263,沪市,0.998713314135169,161.698,157.893,150.893,136.5025
1991-08-21,166.49,166.49,166.49,164.84,3411.0,2106.363,沪市,1.0009706381946204,163.27,159.43,152.1835,137.3981666666667
1991-08-22,168.16,167.81,168.16,166.49,1296.0,845.656,沪市,1.0030632470418466,164.85999999999999,160.98499999999999,153.582,138.30383333333333
